"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"4851","ITT Technical Institute-Fort Lauderdale",3,16752,2791,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4858","Roger Williams University School of Law",2,26552,16462,48000,48800,52000,0.0769230769230769,0.0615384615384615,0.0163934426229508
"4859","Everest Institute-Kendall",3,10626,6141,28900,33800,33700,0.142433234421365,-0.0029673590504451,0.144970414201183
"4860","California State University-Monterey Bay",1,5147,8919,43700,44500,41200,-0.0606796116504854,-0.0800970873786408,0.0179775280898876
"4861","Heald College-Salinas",3,14749,2673,31300,35100,34000,0.0794117647058823,-0.0323529411764706,0.108262108262108
"4865","Bryant & Stratton College-Henrietta",3,13446,2218,22400,30500,35000,0.36,0.128571428571429,0.265573770491803
"4866","Argosy University-The Art Institute of California-Hollywood",3,15430,4617,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"4868","Lincoln Technical Institute-Hartford",3,31573,16486,25400,37100,43000,0.409302325581395,0.137209302325581,0.315363881401617
"4869","Ohio Center for Broadcasting-Valley View",3,13714,1962,29400,30700,43700,0.327231121281465,0.297482837528604,0.0423452768729642
"4877","Remington College-Memphis Campus",2,11227,4415,23100,34300,38900,0.406169665809769,0.118251928020566,0.326530612244898
"4880","Capella University",3,18295,1823,49600,64700,86600,0.427251732101617,0.252886836027714,0.23338485316847
"4884","Spartan College of Aeronautics & Technology",3,10850,2880,40300,49800,49300,0.182555780933063,-0.0101419878296146,0.190763052208835
"4888","ITT Technical Institute-Little Rock",3,17013,2281,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4889","ITT Technical Institute-Oxnard",3,16295,2446,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4890","ITT Technical Institute-Louisville",3,19852,3427,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4891","ITT Technical Institute-Greenville",3,20667,2312,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4892","ITT Technical Institute-Cordova",3,18230,2195,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4898","Baker College of Jackson",2,9070,4818,24700,34600,38600,0.360103626943005,0.103626943005181,0.286127167630058
"4902","ITT Technical Institute-Everett",3,18921,3058,43800,46500,46400,0.0560344827586207,-0.0021551724137931,0.0580645161290323
"4905","ITT Technical Institute-Bessemer",3,17628,2831,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4906","ITT Technical Institute-Orland Park",3,17666,3431,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4908","Baker College Center for Graduate Studies",2,8078,4291,24700,34600,38600,0.360103626943005,0.103626943005181,0.286127167630058
"4909","Johnson & Wales University-North Miami",2,15584,6100,34300,38700,42200,0.187203791469194,0.0829383886255924,0.113695090439276
"4910","ITT Technical Institute-Pittsburgh",3,23363,3416,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"4912","Trine University-Regional/Non-Traditional Campuses",2,5379,2880,34900,42500,48900,0.286298568507157,0.130879345603272,0.178823529411765
"4914","Nevada Career Institute",3,10339,4152,27900,40400,41200,0.322815533980583,0.0194174757281553,0.309405940594059
"4972","New York College of Health Professions",2,11437,5737,30100,38600,39100,0.230179028132992,0.0127877237851662,0.22020725388601
"4994","Lancaster County Career and Technology Center",1,4933,6531,33900,40200,35400,0.0423728813559322,-0.135593220338983,0.156716417910448
"5005","Fortis Institute-Cookeville",3,8822,2995,25000,29200,31500,0.206349206349206,0.073015873015873,0.143835616438356
"5017","Illinois Media School",3,10117,1722,34000,31300,42200,0.194312796208531,0.258293838862559,-0.0862619808306709
"5025","Argosy University-Washington DC",3,16011,6735,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5032","Everest University-Melbourne",3,10792,5199,23700,31700,35400,0.330508474576271,0.104519774011299,0.252365930599369
"5033","Centura College-Chesapeake",3,17602,2730,24600,31300,30800,0.201298701298701,-0.0162337662337662,0.21405750798722
"5034","University of Phoenix-Hawaii",3,10643,3176,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5035","Florida College of Natural Health-Miami",3,7326,1802,25400,31100,32100,0.208722741433022,0.0311526479750779,0.183279742765273
"5041","Virginia College-Birmingham",3,20547,3809,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5042","Virginia College-Huntsville",3,15827,3672,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5044","Lincoln Technical Institute-Mahwah",3,13956,6168,36700,41400,47900,0.233820459290188,0.135699373695198,0.113526570048309
"5046","Northwest Vista College",1,1499,3198,34100,39100,42200,0.191943127962085,0.0734597156398104,0.127877237851662
"5047","ITT Technical Institute-Getzville",3,20975,2298,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5049","York County Community College",1,338,5118,31300,38900,31500,0.00634920634920635,-0.234920634920635,0.195372750642674
"5052","Sanford-Brown College-Atlanta",3,7045,2954,27600,35600,37200,0.258064516129032,0.043010752688172,0.224719101123595
"5053","Sanford-Brown College-Middleburg Heights",3,12443,5691,27600,35600,37200,0.258064516129032,0.043010752688172,0.224719101123595
"5054","Arkansas State University-Mountain Home",1,1146,6345,31000,37800,44000,0.295454545454545,0.140909090909091,0.17989417989418
"5059","Tillamook Bay Community College",1,1988,6378,34300,42700,47000,0.270212765957447,0.0914893617021277,0.19672131147541
"5060","Argosy University-Schaumburg",3,15083,6265,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5071","Living Arts College",3,13721,6999,42600,35900,38300,-0.112271540469974,0.0626631853785901,-0.186629526462396
"5076","Pacific College",3,6434,6851,35600,47900,52700,0.324478178368121,0.0910815939278937,0.25678496868476
"5082","Le Cordon Bleu College of Culinary Arts-Pasadena",3,9976,3661,36200,40200,42400,0.14622641509434,0.0518867924528302,0.0995024875621891
"5084","Lincoln Technical Institute-Brockton",3,10906,7299,26200,33000,36800,0.28804347826087,0.103260869565217,0.206060606060606
"5085","Mildred Elley-Pittsfield Campus",3,6692,3592,22900,30500,28600,0.199300699300699,-0.0664335664335664,0.249180327868852
"5086","Embry-Riddle Aeronautical University-Worldwide",2,10137,5324,64900,65100,66600,0.0255255255255255,0.0225225225225225,0.00307219662058372
"5090","ITT Technical Institute-Webster",3,15058,2152,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5102","Southeastern College-West Palm Beach",3,14109,4901,25400,30100,32000,0.20625,0.059375,0.156146179401993
"5103","Ottawa University-Milwaukee",2,7189,1999,40300,43400,50000,0.194,0.132,0.0714285714285714
"5104","Argosy University-Tampa",3,13904,5479,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5105","The Illinois Institute of Art-Schaumburg",3,14799,5017,33200,39700,38900,0.146529562982005,-0.0205655526992288,0.163727959697733
"5114","ITT Technical Institute-Henderson",3,18079,3194,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5115","Colorado Technical University-Greenwood Village",3,16054,3142,38300,53400,79700,0.519447929736512,0.329987452948557,0.282771535580524
"5116","Branford Hall Career Institute-Windsor Campus",3,11144,3132,25400,33700,35200,0.278409090909091,0.0426136363636364,0.246290801186944
"5117","Heald College-Portland",3,14318,3589,35100,42000,43600,0.194954128440367,0.036697247706422,0.164285714285714
"5118","Golf Academy of America-Altamonte Springs",3,18127,4662,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5119","Golf Academy of America-Phoenix",3,15320,3761,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5120","Everest College-Merrillville",3,9448,6145,21900,27800,25700,0.147859922178988,-0.0817120622568093,0.212230215827338
"5121","Strayer University-Maryland",3,18417,2466,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5123","Empire Beauty School-Monroeville",3,9348,6051,18900,23500,23200,0.185344827586207,-0.0129310344827586,0.195744680851064
"5126","ITT Technical Institute-Hialeah",3,18232,3182,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5129","ITT Technical Institute-Harrisburg",3,21209,3191,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5130","ITT Technical Institute-Tarentum",3,20180,2518,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5131","ITT Technical Institute-Norwood",3,18488,3028,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5132","ITT Technical Institute-Strongsville",3,18405,3481,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5134","Everest Institute-Marietta",3,10912,4991,27500,34500,35400,0.22316384180791,0.0254237288135593,0.202898550724638
"5154","Institute of Technology Inc",3,11522,4197,26500,33000,38500,0.311688311688312,0.142857142857143,0.196969696969697
"5172","Brightwood College-San Antonio-Ingram",3,8821,2715,23100,25700,34600,0.332369942196532,0.257225433526012,0.101167315175097
"5179","University of Phoenix-Washington",3,8414,2978,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5180","University of Phoenix-Oregon",3,8776,3739,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5182","Brightwood College-Riverside",3,11424,4724,35200,46500,50000,0.296,0.07,0.243010752688172
"5184","LIU Hudson at Westchester",2,22548,13009,51200,53000,53100,0.0357815442561205,0.00188323917137476,0.0339622641509434
"5185","Platt College-Ontario",3,13830,7570,30300,36900,38000,0.202631578947368,0.0289473684210526,0.178861788617886
"5187","Argosy University-The Art Institute of California-Los Angeles",3,15790,5474,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5192","Lincoln Technical Institute-Lincoln",3,10305,6827,26200,33000,36800,0.28804347826087,0.103260869565217,0.206060606060606
"5196","Western Governors University",2,6934,2658,33300,39400,57400,0.4198606271777,0.313588850174216,0.154822335025381
"5199","Herzing University-Kenner",3,10706,4600,38500,47600,47700,0.192872117400419,0.00209643605870021,0.191176470588235
"5200","Spencerian College-Lexington",3,10351,10695,30300,35400,38600,0.215025906735751,0.0829015544041451,0.144067796610169
"5201","Florida Gulf Coast University",1,4905,6069,42300,46500,50200,0.157370517928287,0.0737051792828685,0.0903225806451613
"5204","ITT Technical Institute-Richardson",3,16833,2355,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5206","Pima Medical Institute-Chula Vista",3,5244,2409,27100,33800,37000,0.267567567567568,0.0864864864864865,0.198224852071006
"5207","Lincoln College of Technology-Marietta",3,12855,7333,26200,33000,36800,0.28804347826087,0.103260869565217,0.206060606060606
"5210","Baltimore School of Massage-Linthicum",3,5271,1216,25800,36500,34900,0.260744985673352,-0.0458452722063037,0.293150684931507
"5221","Branford Hall Career Institute-Southington Campus",3,10222,2873,25400,33700,35200,0.278409090909091,0.0426136363636364,0.246290801186944
"5222","City College-Miami",2,16703,5932,26900,34500,34800,0.227011494252874,0.00862068965517241,0.220289855072464
"5223","ITT Technical Institute-Arnold",3,20146,2580,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5224","ITT Technical Institute-Oak Brook",3,19000,2708,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5225","ITT Technical Institute-Albany",3,18176,2234,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5226","ITT Technical Institute-Liverpool",3,20440,2160,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5228","The Community College of Baltimore County",1,4190,6967,33500,40100,44400,0.245495495495495,0.0968468468468468,0.164588528678304
"5229","Golf Academy of America-Myrtle Beach",3,17029,3909,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5237","University of Phoenix-Maryland",3,10131,4688,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5244","Argosy University-Phoenix",3,13688,4874,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5247","Vatterott College-Sunset Hills",3,9628,2001,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5249","Utah College of Massage Therapy-Utah Valley",3,6968,1738,24800,29600,30800,0.194805194805195,0.038961038961039,0.162162162162162
"5252","Argosy University-Orange County",3,14609,3941,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5254","National American University-Bloomington",3,15771,3919,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5263","University of Connecticut-Tri-Campus",1,2367,4571,56800,57400,61200,0.0718954248366013,0.0620915032679739,0.0104529616724739
"5264","University of Connecticut-Avery Point",1,7517,14517,56800,57400,61200,0.0718954248366013,0.0620915032679739,0.0104529616724739
"5265","University of Connecticut-Stamford",1,3126,6037,56800,57400,61200,0.0718954248366013,0.0620915032679739,0.0104529616724739
"5266","ITT Technical Institute-Saint Rose",3,19332,2358,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5267","ITT Technical Institute-Richmond",3,17810,1859,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5271","ITT Technical Institute-Lathrop",3,17180,1998,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5273","Linfield College-School of Nursing",2,16367,10636,51900,53500,56800,0.0862676056338028,0.0580985915492958,0.0299065420560748
"5285","Westwood College-Anaheim",3,14833,3101,33800,40400,45300,0.253863134657837,0.108167770419426,0.163366336633663
"5286","Rudae's School of Beauty Culture-Ft Wayne",3,7985,4002,16100,17800,20400,0.21078431372549,0.127450980392157,0.0955056179775281
"5288","Carrington College-San Jose",3,16500,6729,28200,36600,34900,0.191977077363897,-0.0487106017191977,0.229508196721311
"5289","Stevens-Henager College",2,4305,1036,30200,37500,37800,0.201058201058201,0.00793650793650794,0.194666666666667
"5290","Brookline College-Tucson",3,20795,7824,22100,27700,35300,0.373937677053824,0.215297450424929,0.202166064981949
"5291","Everest Institute-Jonesboro",3,9407,4463,24200,31000,24900,0.0281124497991968,-0.244979919678715,0.219354838709677
"5292","McCann School of Business & Technology",3,12238,1825,25200,30000,35800,0.29608938547486,0.162011173184358,0.16
"5293","Carrington College-Pleasant Hill",3,14195,5782,28200,36600,34900,0.191977077363897,-0.0487106017191977,0.229508196721311
"5295","Florida College of Natural Health-Maitland",3,7727,1901,25400,31100,32100,0.208722741433022,0.0311526479750779,0.183279742765273
"5296","Florida College of Natural Health-Bradenton",3,5619,1382,25400,31100,32100,0.208722741433022,0.0311526479750779,0.183279742765273
"5298","Stratford University",3,15706,4106,36400,40700,51900,0.298651252408478,0.215799614643545,0.105651105651106
"5299","Universal Technical Institute of California Inc",3,11420,2548,42800,45700,48300,0.113871635610766,0.0538302277432712,0.0634573304157549
"5300","American InterContinental University-Atlanta",3,18318,3734,34800,49400,71300,0.511921458625526,0.307152875175316,0.295546558704453
"5301","American InterContinental University-South Florida",3,26364,15436,34800,49400,71300,0.511921458625526,0.307152875175316,0.295546558704453
"5302","Everest College-Chesapeake",3,9479,3560,21700,27700,30700,0.293159609120521,0.0977198697068404,0.216606498194946
"5303","Everest Institute-Greenspoint",3,9841,4042,23700,28700,28200,0.159574468085106,-0.0177304964539007,0.174216027874564
"5307","Branford Hall Career Institute-Springfield Campus",3,11386,3200,25400,33700,35200,0.278409090909091,0.0426136363636364,0.246290801186944
"5308","Remington College-Little Rock Campus",2,11161,5240,23100,34300,38900,0.406169665809769,0.118251928020566,0.326530612244898
"5309","Everest University-Jacksonville",3,10470,5158,23600,34000,37500,0.370666666666667,0.0933333333333333,0.305882352941176
"5312","Argosy University-Seattle",3,12608,5340,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5313","Carrington College-Spokane",3,13261,3188,25900,31300,33800,0.233727810650888,0.0739644970414201,0.172523961661342
"5314","Brightwood College-Friendswood",3,9401,1906,23500,27800,28400,0.172535211267606,0.0211267605633803,0.154676258992806
"5315","ITT Technical Institute-Wilmington",3,18622,2963,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5316","Pierce College-Puyallup",1,3096,4401,34200,40600,46000,0.256521739130435,0.117391304347826,0.157635467980296
"5318","Johnson & Wales University-Denver",2,15454,6050,34300,38700,42200,0.187203791469194,0.0829383886255924,0.113695090439276
"5319","University of Phoenix-Ohio",3,8981,4815,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5320","Du Bois Business College-Huntingdon",3,11800,4013,23200,25100,29600,0.216216216216216,0.152027027027027,0.0756972111553785
"5321","Du Bois Business College-Oil City",3,11396,3876,23200,25100,29600,0.216216216216216,0.152027027027027,0.0756972111553785
"5363","Westwood College-River Oaks",3,15319,3422,29600,37200,39400,0.248730964467005,0.0558375634517767,0.204301075268817
"5364","ITT Technical Institute-Green Bay",3,22640,3783,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5370","Everest College-Ontario Metro",3,13584,4982,25000,30000,41500,0.397590361445783,0.27710843373494,0.166666666666667
"5371","Brightwood College-Beaumont",3,8189,1876,23100,25700,34600,0.332369942196532,0.257225433526012,0.101167315175097
"5372","Brightwood College-Laredo",3,7478,1567,23100,25700,34600,0.332369942196532,0.257225433526012,0.101167315175097
"5373","The Art Institute of Washington",3,13667,6066,31000,35800,39200,0.209183673469388,0.086734693877551,0.134078212290503
"5374","Everest Institute-Dearborn",3,8349,3533,21600,27000,32000,0.325,0.15625,0.2
"5375","Arkansas State University-Newport",1,2061,5529,31000,37800,44000,0.295454545454545,0.140909090909091,0.17989417989418
"5377","University of Phoenix-Massachusetts",3,10743,6058,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5378","University of Phoenix-Wisconsin",3,7074,3439,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5379","University of Phoenix-Idaho",3,7303,4024,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5380","Westwood College-Inland Empire",3,15174,2898,33800,40400,45300,0.253863134657837,0.108167770419426,0.163366336633663
"5381","ITT Technical Institute-Levittown",3,21929,2724,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5384","National American University-Ellsworth AFB Extension",3,7784,1554,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5385","National American University-Albuquerque West",3,13767,1185,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5386","National American University-Brooklyn Center",3,15618,1910,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5391","Oregon State University-Cascades Campus",1,4888,5062,49900,50800,54000,0.0759259259259259,0.0592592592592593,0.0177165354330709
"5392","Milan Institute-Amarillo",3,6816,2202,21300,27300,24200,0.119834710743802,-0.128099173553719,0.21978021978022
"5393","Vatterott College-Dividend",3,12085,1384,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5394","Vatterott College-Tulsa",3,8945,2055,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5395","Vatterott College-Wichita",3,9755,2613,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5397","Southern University Law Center",1,12958,9653,35700,37800,41900,0.147971360381862,0.0978520286396181,0.0555555555555556
"5398","Sanford-Brown College-Orlando",3,21118,5322,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5399","Lincoln Technical Institute-Lowell",3,11725,5924,26200,33000,36800,0.28804347826087,0.103260869565217,0.206060606060606
"5401","Everest Institute-Hobby",3,10259,4110,23700,28700,28200,0.159574468085106,-0.0177304964539007,0.174216027874564
"5402","Miller-Motte Technical College-Charleston",3,12465,3281,23100,30600,27200,0.150735294117647,-0.125,0.245098039215686
"5403","American Career College-Anaheim",3,13287,4293,30700,37100,42400,0.275943396226415,0.125,0.172506738544474
"5405","Wyo Tech-Blairsville",3,13109,4445,42700,45700,47000,0.0914893617021277,0.0276595744680851,0.0656455142231947
"5410","Miami-Jacobs Career College-Sharonville",3,14591,3658,25200,30000,35800,0.29608938547486,0.162011173184358,0.16
"5445","Lamar Institute of Technology",1,4068,5855,44600,52600,60600,0.264026402640264,0.132013201320132,0.152091254752852
"5452","Virginia College-Jackson",3,10325,3483,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5453","Virginia College-Austin",3,16078,3349,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5455","ITT Technical Institute-Springfield",3,17424,1581,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5456","ITT Technical Institute-Chantilly",3,18476,1787,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5457","Argosy University-The Art Institute of California-Orange County",3,14629,5959,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5459","Lincoln Technical Institute-Northeast Philadelphia",3,10846,7959,31000,38700,43600,0.288990825688073,0.112385321100917,0.198966408268734
"5460","Lincoln Technical Institute-Center City Philadelphia",3,11779,6387,31000,38700,43600,0.288990825688073,0.112385321100917,0.198966408268734
"5462","Lincoln Technical Institute-Paramus",3,12012,10666,31000,38700,43600,0.288990825688073,0.112385321100917,0.198966408268734
"5463","Pima Medical Institute-Colorado Springs",3,5163,2077,27100,33800,37000,0.267567567567568,0.0864864864864865,0.198224852071006
"5464","University of Phoenix-Illinois",3,10243,4049,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5467","Argosy University-Dallas",3,12685,4664,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5468","Le Cordon Bleu College of Culinary Arts-Orlando",3,10541,3544,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5469","Paul Mitchell the School-Costa Mesa",3,12708,6365,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5471","Tulsa Welding School-Jacksonville",3,13642,2785,37800,46400,47700,0.207547169811321,0.0272536687631027,0.185344827586207
"5472","ITT Technical Institute-Canton",3,19538,3559,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5473","ITT Technical Institute-Plymouth Meeting",3,20254,2489,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5476","Vatterott College-Cleveland",3,11714,2018,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5481","Minnesota School of Business-Plymouth",3,26078,7384,29500,38000,40500,0.271604938271605,0.0617283950617284,0.223684210526316
"5482","Carrington College-Albuquerque",3,15540,6362,24800,31400,32600,0.239263803680982,0.0368098159509202,0.210191082802548
"5483","NASCAR Technical Institute",3,11487,3415,42800,45700,48300,0.113871635610766,0.0538302277432712,0.0634573304157549
"5484","Everest Institute-Tigard",3,8877,4669,25600,30400,31200,0.179487179487179,0.0256410256410256,0.157894736842105
"5485","University of the Potomac-VA Campus",3,18036,7202,39000,55200,82700,0.528415961305925,0.332527206771463,0.293478260869565
"5486","Milan Institute-Palm Desert",3,7478,2504,21300,27300,24200,0.119834710743802,-0.128099173553719,0.21978021978022
"5487","National American University-Overland Park",3,15747,3829,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5488","Everest Institute-Austin",3,9317,4371,21600,27000,32000,0.325,0.15625,0.2
"5489","Everest College-Burr Ridge",3,9557,6089,22900,27000,30400,0.246710526315789,0.111842105263158,0.151851851851852
"5490","Fortis Institute",3,10537,5406,25000,29200,31500,0.206349206349206,0.073015873015873,0.143835616438356
"5492","Everest College-Dallas",3,10704,4616,22900,30500,26500,0.135849056603774,-0.150943396226415,0.249180327868852
"5494","The Salter School-Malden Campus",3,11958,3813,26900,32100,38600,0.303108808290155,0.16839378238342,0.161993769470405
"5498","Ottawa University-Jeffersonville",2,5055,1405,40300,43400,50000,0.194,0.132,0.0714285714285714
"5527","Triangle Tech Inc-Sunbury",3,14355,5321,34100,38800,42300,0.193853427895981,0.08274231678487,0.121134020618557
"5530","Connecticut Center for Massage Therapy-Groton",3,10257,3447,26800,36400,42500,0.369411764705882,0.143529411764706,0.263736263736264
"5532","ITT Technical Institute-Duluth",3,16944,1762,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5533","ITT Technical Institute-Hilliard",3,19102,3397,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5534","University of Phoenix-Indiana",3,7382,4279,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5538","Le Cordon Bleu College of Culinary Arts-Atlanta",3,9882,2308,28600,32900,37800,0.243386243386243,0.12962962962963,0.130699088145897
"5539","Colorado Media School",3,12813,1890,29400,30700,43700,0.327231121281465,0.297482837528604,0.0423452768729642
"5540","Paul Mitchell the School-Rhode Island",3,9488,4772,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5541","Miller-Motte Technical College-Chattanooga",3,12905,4207,23100,30600,27200,0.150735294117647,-0.125,0.245098039215686
"5542","Milan Institute-Sparks",3,7613,2488,23000,31300,35100,0.344729344729345,0.108262108262108,0.26517571884984
"5544","Westwood College-Chicago Loop",3,16066,3386,29600,37200,39400,0.248730964467005,0.0558375634517767,0.204301075268817
"5547","Everest Institute-Norcross",3,9798,4304,25000,30200,34500,0.27536231884058,0.12463768115942,0.172185430463576
"5548","Strayer University-Tennessee",3,16721,2456,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5549","Strayer University-Pennsylvania",3,17431,2677,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5551","Brightwood College-Corpus Christi",3,7949,2927,25100,26700,27500,0.0872727272727273,0.0290909090909091,0.0599250936329588
"5553","Everest College-Arlington",3,9012,4792,21700,30800,28300,0.23321554770318,-0.088339222614841,0.295454545454545
"5557","Everest College-Tacoma",3,9048,3920,26500,31800,31100,0.147909967845659,-0.022508038585209,0.166666666666667
"5561","Brookline College-Albuquerque",3,23640,8894,22100,27700,35300,0.373937677053824,0.215297450424929,0.202166064981949
"5564","Colorado Technical University-Online",3,14032,1148,38300,53400,79700,0.519447929736512,0.329987452948557,0.282771535580524
"5565","Baker College of Allen Park",2,8304,4411,24700,34600,38600,0.360103626943005,0.103626943005181,0.286127167630058
"5570","Everest Institute-Detroit",3,8985,4111,21600,27000,32000,0.325,0.15625,0.2
"5571","Daymar Institute-Murfreesboro",3,19131,5524,21700,29700,30900,0.297734627831715,0.0388349514563107,0.269360269360269
"5575","Empire Beauty School-West Mifflin",3,9000,6246,18900,23500,23200,0.185344827586207,-0.0129310344827586,0.195744680851064
"5624","Flagler College-Tallahassee",2,6278,3197,35700,39300,39900,0.105263157894737,0.0150375939849624,0.0916030534351145
"5625","American InterContinental University-Online",3,14577,1497,34800,49400,71300,0.511921458625526,0.307152875175316,0.295546558704453
"5626","Westwood College-Atlanta Peachtree Center Campus",3,15966,3187,31800,36700,40400,0.212871287128713,0.0915841584158416,0.133514986376022
"5627","ITT Technical Institute-Eden Prairie",3,19769,3329,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5628","Virginia College-Mobile",3,15677,5150,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5629","Le Cordon Bleu College of Culinary Arts-Las Vegas",3,9656,3309,31600,37700,42300,0.252955082742317,0.108747044917258,0.161803713527851
"5630","International Academy of Design and Technology-Troy",3,26178,6789,25500,33000,38200,0.332460732984293,0.136125654450262,0.227272727272727
"5631","American InterContinental University-Houston",3,14346,3450,34800,49400,71300,0.511921458625526,0.307152875175316,0.295546558704453
"5633","Everest College-Fort Worth",3,10534,6643,24500,29300,28700,0.146341463414634,-0.0209059233449477,0.16382252559727
"5635","Paul Mitchell the School-Orlando",3,10904,4096,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5636","Regency Beauty Institute-Maplewood",3,12916,8463,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
